Remove the first two lines,,
origin,destination,price
OPO,PDL,155.34
OPO,TER,5452.52
OPO,ZRH,4087.05
ORY,LIS,1786.41
ORY,OPO,8098.92
OSL,LIS,8414.02
OTP,LIS,8709.77
OXB,LIS,6510.92
PDL,BOS,8847.84
PDL,FNC,6404.17
PDL,LIS,5486.28
PDL,OPO,4041.01
PDL,YYZ,6056.77
PIX,TER,9710.72
POA,LIS,2316.86
PRG,BUD,9098.57
PRG,LIS,3998.66
RAI,LIS,4361.84
RAK,LIS,452.22
REC,AJU,9109.59
REC,FOR,8090.78
REC,LIS,3304.81
SID,LIS,1607.88
SIN,CMB,8102.55
SLZ,FOR,5634.04
SLZ,IMP,6875.48
SMA,PDL,9488.67
SSA,AJU,7617.91
SSA,BSB,3378.93
SSA,FOR,1413.99
SSA,LIS,5662.43
SSA,REC,6479.61
STM,BEL,8528.26
SVQ,LIS,7606.65
SXF,LIS,8666.64
TER,LIS,1998.37
TER,OPO,7707.73
THE,BSB,207.08
THE,FOR,5601.13
TLS,LIS,8275.91
TMS,LIS,8999.96
TNG,LIS,4484.31
VCE,LIS,4079.92
VCP,LIS,4097.43
VIE,LIS,6603.61
VLC,LIS,8180.57
VXE,LIS,3900.19
WAW,LIS,1106.38
YYZ,LIS,572.71
YYZ,PDL,1567.19
ZAG,BLQ,7994.49
ZRH,LIS,6120.72
ZRH,OPO,4225.1
BDO,SIN,6285.75
BKK,SIN,489.66
BLR,SIN,2753.84
CAN,SIN,9967.4
CEB,SIN,6770.21
CGK,SIN,753.03
CNX,SIN,7242.9
COK,SIN,4251.36
DAC,SIN,9746.4
DPS,SIN,9997.84
HAK,SIN,8936.32
HAN,SIN,5361.81
HDY,SIN,7434.67
HKG,SIN,9435.89
HKT,SIN,3417.37
HYD,SIN,2775.36
JOG,SIN,4185.78
KBV,SIN,2608.87
KUL,SIN,6982.07
LGK,SIN,4673.51
LJG,SIN,657.58
MAA,SIN,5078.17
MFM,SIN,5308.58
MNL,SIN,260.66
PEN,SIN,1327.64
PER,SIN,7176.98
PNH,SIN,4219.68
RGN,SIN,9245.59
SGN,SIN,1980.54
SIN,BDO,6640.2
SIN,BKK,6880.81
SIN,BLR,3938.46
SIN,CAN,191.87
SIN,CEB,2053.31
SIN,CGK,4604.35
SIN,CNX,4573.45
SIN,COK,3857.42
SIN,DAC,7220.77
SIN,DPS,552.57
SIN,HAK,1587.07
SIN,HAN,7492.4
SIN,HDY,3689.49
SIN,HKG,6084.78
SIN,HKT,4878.37
SIN,HYD,4996.16
SIN,JOG,2905.32
SIN,KBV,2037.4
SIN,KUL,6948.36
SIN,LGK,8377.16
SIN,LJG,7054.23
SIN,MAA,366.45
SIN,MFM,5587.61
SIN,MNL,9581.12
SIN,PEN,3340.99
SIN,PER,4346.46
SIN,PNH,3090.33
SIN,RGN,3162.3
SIN,SGN,9489.69
SIN,SZX,2161.38
SIN,TPE,4965.28
SIN,TRV,7146.67
SIN,TRZ,6299.03
SZX,SIN,3536.57
TPE,SIN,7948.11
TRV,SIN,8022.92
TRZ,SIN,3104.41
CDG,YUL,6799.08
CUN,YEG,8630.53
CUN,YQB,1281.19
CUN,YUL,3370.18
CUN,YVR,1091.78
CUN,YYC,221.85
CUN,YYZ,6505.54
FLL,YQB,724.79
FLL,YUL,2075.43
FLL,YYZ,3035.27
GLA,YYZ,9437.37
HOG,YUL,3438.35
LGW,YVR,1203.97
LGW,YYC,2671.23
LGW,YYZ,6161.55
LIS,OPO,141.42
MAN,YYZ,3833.18
MBJ,YUL,5508.21
MBJ,YYZ,6956.57
MCO,YUL,4944.43
MCO,YYZ,8066.88
OPO,YYZ,3452.39
PUJ,YEG,561.03
PUJ,YQB,5886.85
PUJ,YUL,8955.42
PUJ,YYC,4647.23
PUJ,YYZ,7044.73
PVR,YEG,5766.12
PVR,YUL,9318.48
PVR,YVR,6487.09
SNU,YUL,1115.61
VRA,YUL,5355.32
VRA,YYZ,7076.54
YEG,CUN,2502.85
YEG,MBJ,6577.27
YEG,PUJ,5850.1
YEG,PVR,477.11
YQB,CUN,4554.62
YQB,FLL,1514.34
YQB,PUJ,387.87
YQB,VRA,5437.7
YUL,CDG,5284.57
YUL,CUN,8695.84
YUL,FLL,6356.81
YUL,HOG,5878.15
YUL,MBJ,7149.04
YUL,MCO,6571.7
YUL,PUJ,1662.11
YUL,PVR,1349.95
YUL,SNU,9735.48
YUL,VRA,3208.85
YUL,YYZ,8779.96
YVR,CUN,1418.74
YVR,LGW,3437.31
YVR,PUJ,4677.87
YYC,CUN,738.57
YYC,LGW,2299.42
YYC,PUJ,1634.12
YYC,YEG,9386.9
YYZ,CUN,5349.33
YYZ,FLL,4283.36
YYZ,GLA,7386.2
YYZ,LGW,408.42
YYZ,LIS,5059.57
YYZ,MAN,4148.97
YYZ,MBJ,8139.06
YYZ,MCO,7141.38
YYZ,PTY,1919.82
YYZ,PUJ,7379.49
YYZ,VRA,6277.72
ADL,MEL,6953.55
ASP,MEL,4267.49
ASP,SYD,6583.27
BNE,MEL,6335.47
BNE,SYD,7335.16
CFS,SYD,1699.16
CNS,MEL,8062.93
CNS,SYD,3752.42
HBA,MEL,5764.7
MCY,MEL,5966.06
MEL,ADL,4773
MEL,ASP,3886.49
MEL,BNE,6549.11
MEL,CNS,5735.7
MEL,HBA,6412.02
MEL,MCY,533.2
MEL,MKY,215.5
MEL,OOL,1602.73
MEL,PER,9198.4
MEL,SYD,5229.2
MKY,MEL,1218.77
MKY,SYD,6651.95
OOL,MEL,4134.5
OOL,SYD,8244.22
PER,MEL,8806.99
SYD,ASP,5203.67
SYD,BNE,363.58
SYD,CFS,754.69
SYD,CNS,8205.58
SYD,MEL,4792.59
SYD,MKY,6024.18
SYD,OOL,1444.71
ABJ,TUN,9468.21
ALG,TUN,9466.42
AMS,TUN,1226.14
BCN,TUN,163.85
BEG,TUN,1793.57
BEN,TUN,4764.06
BEY,TUN,8057.5
BKO,TUN,1255.44
BLQ,TUN,5035.29
BOD,TUN,7703.41
BRU,DJE,5184.27
BRU,MIR,7033.19
BRU,TUN,3634.53
CAI,TUN,6941.77
CMN,TUN,9167.73
DJE,BRU,1929.59
DJE,DUS,6387.2
DJE,FRA,2873.03
DJE,GVA,7769.6
DJE,LYS,9086.8
DJE,MRS,8386.63
DJE,MUC,9365.09
DJE,NBE,7880.37
DJE,NCE,1463.99
DJE,NTE,2539.95
DJE,ORY,3851.81
DJE,SXB,2365.15
DJE,ZRH,3448.66
DKR,TUN,6738.33
DME,MIR,6340.47
DUS,DJE,1724.64
DUS,NBE,8109.26
DUS,TUN,1961.07
DXB,TUN,2146.05
FCO,TUN,6100.42
FRA,DJE,2898.8
FRA,NBE,2192.12
FRA,TUN,4707.77
GVA,DJE,8470.81
GVA,TUN,8046.91
HAM,NBE,7934.21
IST,TUN,1638.02
JED,TUN,4101.12
KWI,TUN,6994.29
LAQ,TUN,9625.06
LHR,TUN,1306.4
LIL,TUN,2126.13
LIS,TUN,2595.53
LYS,DJE,2844.71
LYS,MIR,7169.47
LYS,TOE,8986.12
LYS,TUN,6557.28
MAD,TUN,6920.97
MAN,TUN,3462.41
MED,TUN,3053.65
MIR,BRU,723.62
MIR,DME,2292.21
MIR,LYS,7534.76
MIR,MRS,1211.68
MIR,NCE,4405.86
MIR,ORY,8622.66
MRA,TUN,3069.17
MRS,DJE,3240.16
MRS,MIR,4691.65
MRS,TUN,7763.99
MUC,DJE,6700.31
MUC,NBE,7105.16
MUC,TUN,7541.52
MXP,TUN,6771.36
NBE,DJE,5463.13
NBE,DUS,742.51
NBE,FRA,9638.24
NBE,HAM,764.97
NBE,MUC,1549.86
NBE,SXF,4918.25
NCE,DJE,6546.04
NCE,MIR,7421.37
NCE,TUN,854.77
NKC,TUN,8248.18
NTE,DJE,6492.9
NTE,TUN,6312.01
ORN,TUN,4087.04
ORY,DJE,1958.8
ORY,MIR,2102.2
ORY,TOE,1375.36
ORY,TUN,7257.85
OUA,TUN,3781.8
PMO,TUN,6119.27
SEB,TUN,3579.92
SXB,DJE,9188.2
SXB,TUN,164.25
TIP,TUN,5665.13
TLS,TUN,5785.4
TOB,TUN,1116.17
TOE,LYS,2779.99
TOE,ORY,8354.76
TUN,ABJ,8345.74
TUN,ALG,9000.64
TUN,AMS,5008.5
TUN,BCN,6938.26
TUN,BEG,7048.85
TUN,BEN,5903.69
TUN,BEY,2639.8
TUN,BKO,9213.63
TUN,BLQ,5608.59
TUN,BOD,3198.75
TUN,BRU,6527.23
TUN,CAI,3490
TUN,CMN,6862.38
TUN,DKR,8647.8
TUN,DUS,3630.76
TUN,DXB,5442.68
TUN,FCO,9448.18
TUN,FRA,6042.78
TUN,GVA,7366.77
TUN,IST,2016.57
TUN,JED,8577.97
TUN,KWI,1965.42
TUN,LAQ,2758.9
TUN,LHR,3065.46
TUN,LIL,5695.59
TUN,LIS,8055.81
TUN,LYS,1385.51
TUN,MAD,357
TUN,MAN,9385.84
TUN,MED,254.33
TUN,MRA,9293.34
TUN,MRS,5656.64
TUN,MUC,1383.47
TUN,MXP,4755.56
TUN,NCE,4911.44
TUN,NKC,8987.2
TUN,NTE,1219.29
TUN,ORN,5928.24
TUN,ORY,6047.13
TUN,OUA,7519.79
TUN,PMO,3745.17
TUN,SEB,2648.51
TUN,SXB,7195.51
TUN,TIP,4927.17
TUN,TLS,8342.33
TUN,TOB,8242.48
TUN,VCE,8703.56
TUN,VIE,7345.94
TUN,ZRH,4971.93
VCE,TUN,9856.57
VIE,TUN,4244.76
ZRH,DJE,1578.97
ZRH,TUN,9265.18
BKK,ICN,4238.82
CJU,GMP,6143.04
FUK,ICN,1009.78
GMP,CJU,2820.95
GMP,TSA,8789.54
ICN,BKK,1179.51
ICN,FUK,786.73
TSA,GMP,5534.24
CAY,ORY,903.92
DZA,TNR,1761.49
FDF,ORY,9884.85
FDF,PTP,4334.06
FDF,SLU,870.65
ORY,CAY,2858.9
ORY,DZA,9834
ORY,FDF,4573.22
ORY,PAP,3479.5
ORY,PTP,7415.24
ORY,RUN,8347.4
ORY,SDQ,1528.03
ORY,SXM,9351.6
PAP,PTP,8570.26
PAP,SDQ,5415.85
PTP,FDF,8760.37
PTP,ORY,1308.81
PTP,PAP,7240.27
PTP,SDQ,4131.37
PTP,SFG,3078.12
RUN,ORY,9529.82
SBH,SXM,6852.04
SDQ,ORY,2902.39
SDQ,PTP,2298.18
SFG,PTP,9708.38
SLU,FDF,565.91
SXM,ORY,9523.25
SXM,SBH,2307.7
TNR,ORY,2506.32
BMY,GEA,6138.97
BMY,KOC,9339.33
GEA,ILP,9029.7
GEA,KNQ,2526.21
GEA,KOC,1211.32
GEA,LIF,6290.49
GEA,MEE,1357.69
GEA,TGJ,2273.85
GEA,TOU,3998.45
GEA,UVE,1417.16
ILP,GEA,4183.82
KNQ,GEA,4595.26
KOC,BMY,3547.88
KOC,GEA,283.47
LIF,GEA,2533.06
LIF,TGJ,2233.69
LIF,UVE,5289.03
MEE,GEA,1375.84
TGJ,GEA,2461.87
TGJ,LIF,1295.91
TOU,GEA,6971.99
UVE,GEA,4051.84
UVE,LIF,7194.28
BKK,SIN,3829.74
ICN,TPE,6060.28
NKG,SIN,5688.02
NRT,TPE,5332.08
OOL,SIN,9504.45
SHE,TAO,732.53
SIN,BKK,6212.34
SIN,NKG,7882.59
SIN,OOL,506.28
SIN,SYD,7387.86
SIN,TAO,7277.26
SIN,TPE,1607.6
SIN,TSN,63.23
SYD,SIN,8220.48
TAO,SHE,9822.13
TAO,SIN,6504.18
TPE,ICN,3880.01
TPE,NRT,6494
TPE,SIN,1254.62
TSN,SIN,9328.87
ABZ,LGW,1221.44
ABZ,LTN,6612.38
ACE,LGW,7941.44
ACE,LPL,5873.1
ADB,LGW,2557.21
AGA,CDG,2849.87
AGA,LGW,2558.44
AGA,LYS,153.7
AGA,SXF,9070.99
AGP,BFS,7092.15
AGP,BRS,2322.14
AGP,BSL,5953.35
AGP,CDG,9059.06
AGP,GLA,4653.63
AGP,GVA,5114.96
AGP,LGW,5922.97
AGP,LPL,6806.33
AGP,LTN,1348.55
AGP,MAN,8231.59
AGP,MXP,4057.13
AGP,NCL,3973.8
AGP,SEN,3451.55
AGP,STN,944.44
AGP,SXF,2992.17
AJA,GVA,9351
ALC,BFS,8403.08
ALC,BRS,7133.91
ALC,BSL,309.6
ALC,EDI,1159.85
ALC,GLA,8406.78
ALC,GVA,1542.32
ALC,LGW,816.6
ALC,LPL,8101.53
ALC,LTN,3393.41
ALC,MAN,2036.01
ALC,NCL,4781.14
ALC,SEN,5851.46
AMM,LGW,913.48
AMS,BFS,1515.26
AMS,BRS,4673.16
AMS,BSL,7880.19
AMS,EDI,392.41
AMS,FCO,1490.3
AMS,GLA,4728.76
AMS,GVA,6772.99
AMS,LGW,4167.75
AMS,LIS,3026.51
AMS,LPL,5739.79
AMS,LTN,9280.15
AMS,MAN,5763.54
AMS,MXP,5851.58
AMS,NCL,5766.83
AMS,PRG,6637.4
AMS,SEN,6571.25
AMS,STN,2744.7
AMS,SXF,3110.85
ARN,GVA,3840.37
ATH,EDI,6627.96
ATH,FCO,7158.3
ATH,LGW,1093.22
ATH,MAN,6582.82
ATH,MXP,5339.54
ATH,SXF,9141.5
AYT,BSL,7987.53
AYT,LGW,5945.44
AYT,MAN,785.85
BCN,BFS,6331.45
BCN,BRS,2345.68
BCN,BSL,4396.36
BCN,CDG,9225.97
BCN,GVA,4246.23
BCN,LGW,3629.66
BCN,LPL,1708.18
BCN,LTN,4974.9
BCN,LYS,8688.52
BCN,MXP,2416.71
BCN,NCE,9909.41
BCN,NCL,1789.46
BCN,SEN,5578.68
BCN,SXF,6128.4
BDS,GVA,282.68
BDS,MXP,1606.19
BEG,MXP,3114.2
BES,LYS,5725.27
BFS,AGP,9188.22
BFS,ALC,2803.24
BFS,AMS,6406.21
BFS,BCN,5312.86
BFS,BHX,1398.22
BFS,BRS,2147.38
BFS,CDG,5068.02
BFS,EDI,1972.12
BFS,FAO,9753.48
BFS,GLA,3130.42
BFS,KRK,3097.34
BFS,LGW,3745.44
BFS,LPL,6201.32
BFS,LTN,8944.62
BFS,MAN,4051.32
BFS,MLA,7404.03
BFS,NCL,833.85
BFS,SEN,1212.09
BFS,STN,8586.24
BGO,LGW,4636.08
BHX,BFS,1408.12
BIO,LIS,1241.75
BIO,MAN,7590.52
BIO,STN,9794.34
BIQ,CDG,1680.46
BJV,LGW,2421.8
BLQ,CDG,3419.44
BLQ,LGW,1035.4
BOD,BSL,1242.67
BOD,GVA,6882.03
BOD,LGW,6323.91
BOD,LIL,2248.68
BOD,LIS,4581.2
BOD,LTN,2700.68
BOD,LYS,4429.51
BOD,MXP,1660.85
BOD,NCE,6997.7
BRI,LGW,4487.71
BRI,MXP,5091.44
BRS,AGP,9407.73
BRS,ALC,725.42
BRS,AMS,535.86
BRS,BCN,6012.91
BRS,BFS,1689.58
BRS,CDG,8709.95
BRS,CPH,981.86
BRS,DLM,3381.91
BRS,EDI,5816.48
BRS,FAO,5108.62
BRS,FCO,1538.08
BRS,FNC,9297.93
BRS,FUE,2773.84
BRS,GLA,2388.79
BRS,GVA,9574.04
BRS,INV,1441.48
BRS,KRK,2786.97
BRS,LIS,3641.95
BRS,MAD,4060.8
BRS,MJV,1766.13
BRS,NCE,1557.64
BRS,NCL,4097.92
BRS,PFO,9119.31
BRS,PMI,8121.22
BRS,PRG,6083.41
BRS,PSA,3792.89
BRS,SXF,253.58
BRS,TFS,4308.36
BRS,TLS,7429.52
BRU,BSL,560.21
BRU,GVA,635.4
BRU,LYS,6235.79
BRU,MXP,5276.04
BRU,NCE,2046.27
BRU,SXF,9567.53
BRU,TLS,9691.41
BSL,AGP,5393.97
BSL,ALC,2713.99
BSL,AMS,8933.49
BSL,AYT,2813.63
BSL,BCN,8131.28
BSL,BOD,3104.6
BSL,BRU,799.68
BSL,BUD,557.7
BSL,CPH,1446.84
BSL,DRS,6151.12
BSL,DUS,410.17
BSL,EDI,4277.48
BSL,FCO,8075.92
BSL,FUE,2110.39
BSL,HAM,8811.08
BSL,KRK,4774.33
BSL,LGW,7595.54
BSL,LIS,7443.29
BSL,LPA,4469.96
BSL,MAD,6768.94
BSL,MAN,6703.15
BSL,NAP,9805.72
BSL,NCE,8350.7
BSL,NTE,6992.35
BSL,OPO,1499.84
BSL,PMI,8773.97
BSL,PRN,2142.23
BSL,RAK,8323.47
BSL,SAW,8088.96
BSL,SCQ,4575.01
BSL,SXF,9899.49
BSL,TFS,566.37
BSL,TLS,4308.98
BSL,TLV,2869.74
BSL,VCE,2584.03
BUD,BSL,8254.31
BUD,CDG,4112.77
BUD,GVA,4025.72
BUD,LGW,4094.95
BUD,LTN,2635.86
BUD,SXF,2971.28
CAG,MXP,5037.24
CAG,STN,5913.8
CDG,AGA,7730.52
CDG,AGP,9452.47
CDG,BCN,8798.26
CDG,BFS,8645.16
CDG,BIQ,8651.65
CDG,BLQ,2240.93
CDG,BRS,4397.83
CDG,BUD,8557.67
CDG,CMN,1328.73
CDG,CPH,7468.77
CDG,CTA,8159.9
CDG,EDI,6618.88
CDG,FEZ,4382.18
CDG,GLA,1294.45
CDG,KRK,1921.46
CDG,LIS,7442.97
CDG,LPL,4845.87
CDG,LTN,3955.79
CDG,MAD,1448.24
CDG,MXP,9110.36
CDG,NAP,1782.02
CDG,NCE,8027.23
CDG,OPO,8226.78
CDG,PRG,2834.22
CDG,RAK,3759.8
CDG,TLS,5150.44
CDG,TNG,7653.29
CDG,VCE,8887.45
CFU,LGW,9447.11
CFU,MAN,3383.08
CGN,LGW,7773.47
CMN,CDG,5423.07
CMN,LYS,864.67
CMN,MXP,3159.87
CPH,BRS,5175.75
CPH,BSL,3335.74
CPH,CDG,3939.27
CPH,EDI,7018.76
CPH,FCO,9180.74
CPH,GVA,361.46
CPH,LGW,1778.26
CPH,LIS,2035.11
CPH,MAN,7409.6
CPH,MXP,2761.77
CPH,STN,1135.19
CPH,SXF,5592.26
CTA,CDG,9179.98
CTA,GVA,3742.39
CTA,LGW,7397.91
CTA,MXP,5402.7
DLM,BRS,7295.65
DLM,LGW,3784.67
DLM,MAN,4869.62
DLM,STN,456.61
DME,LGW,752.88
DME,MAN,8729.75
DRS,BSL,9313.86
DTM,LTN,4974.36
DUS,BSL,7617.17
DUS,LGW,9086.23
EDI,ALC,300.52
EDI,AMS,6118.63
EDI,ATH,874.47
EDI,BFS,2583.53
EDI,BRS,6657.75
EDI,BSL,3997.67
EDI,CDG,7909.57
EDI,CPH,1574.24
EDI,GVA,7654.23
EDI,HAM,8589.4
EDI,KEF,9016.56
EDI,KRK,3315.41
EDI,LGW,7013.43
EDI,LIS,6317.94
EDI,LTN,9457.54
EDI,MAD,5106.9
EDI,MUC,4520.25
EDI,MXP,2845.73
EDI,PFO,8460.3
EDI,PRG,4393.46
EDI,SEN,5096.35
EDI,STN,2685.71
EDI,SXF,9778.54
EDI,TFS,4078.73
FAO,BFS,7425.77
FAO,BRS,4385.71
FAO,GLA,2412.16
FAO,GVA,9961.98
FAO,LGW,9629.61
FAO,LPL,5948.71
FAO,LTN,5609.89
FAO,NCL,5526.88
FAO,ORY,7455.33
FAO,SEN,9743.89
FCO,AMS,5854.05
FCO,ATH,7083.13
FCO,BRS,5542.01
FCO,BSL,9655.61
FCO,CPH,3974.06
FCO,GVA,205.43
FCO,HAM,666.8
FCO,LGW,6257.79
FCO,LIN,1344.03
FCO,LYS,4027.61
FCO,MXP,8134.52
FCO,NCE,8099.58
FCO,ORY,6082.15
FCO,PMO,8216.98
FCO,SXF,9034.48
FCO,TLS,2483.3
FCO,TLV,3815.8
FEZ,CDG,6118.86
FNC,BRS,166.21
FNC,LGW,70.44
FNC,LIS,7660.24
FUE,BRS,3505.8
FUE,BSL,9155.93
FUE,LGW,9950.64
FUE,LPL,6203.54
GIB,LGW,5302.74
GLA,AGP,5321.65
GLA,ALC,3615.41
GLA,AMS,4424.78
GLA,BFS,7134.24
GLA,BRS,8785.3
GLA,CDG,7543.79
GLA,FAO,330
GLA,JER,1020.03
GLA,LGW,2144.18
GLA,LTN,8813.27
GLA,PMI,3866.17
GLA,STN,1956.63
GLA,SXF,3903.94
GVA,AGP,4709.13
GVA,AJA,812.42
GVA,ALC,1808.58
GVA,AMS,1009.43
GVA,ARN,3450.05
GVA,BCN,7807.39
GVA,BDS,1608.63
GVA,BOD,5773.54
GVA,BRS,3287.12
GVA,BRU,2613.58
GVA,BUD,3870.2
GVA,CPH,5515.24
GVA,CTA,3380.98
GVA,EDI,1446.58
GVA,FAO,7871.71
GVA,FCO,1095.02
GVA,HRG,1626.09
GVA,LGW,3682.54
GVA,LIL,6443.83
GVA,LIS,6772.71
GVA,LPL,6023.52
GVA,LTN,8413.99
GVA,MAD,7838.6
GVA,MAN,3634.07
GVA,NAP,8344.56
GVA,NCE,3130.95
GVA,NTE,4925.58
GVA,OLB,9796.33
GVA,OPO,1403.76
GVA,ORY,2268.43
GVA,PMI,897.21
GVA,PRN,5330.22
GVA,RAK,3076.77
GVA,SCQ,6242.62
GVA,SSH,6460.66
GVA,SVQ,5943.26
GVA,SXF,9939.1
GVA,TLS,4638.87
GVA,TLV,5690.01
GVA,VCE,6685.48
HAM,BSL,2345.57
HAM,EDI,3015.73
HAM,FCO,5071.49
HAM,LGW,9665.29
HAM,LTN,6664.9
HAM,MAN,4348.14
HER,MAN,9681.18
HRG,GVA,1701.08
HRG,LGW,3122.39
INV,BRS,8470.52
INV,LGW,4554.7
INV,LTN,7877.08
IOM,LGW,6217.13
IOM,LPL,8812.94
JER,GLA,5372.74
JER,LPL,5952.58
JER,SEN,6541.22
KEF,EDI,9612.88
KEF,LTN,5423.81
KEF,MAN,5115.06
KRK,BFS,5565.75
KRK,BRS,7927.97
KRK,BSL,9008.83
KRK,CDG,1780.74
KRK,EDI,3195.79
KRK,LGW,5871.16
KRK,LPL,6803.41
KRK,SEN,8981.18
LCA,LGW,5449.51
LCA,LPL,7878.77
LCA,MXP,8253.22
LEI,LGW,1929.88
LGW,ABZ,5446.58
LGW,ACE,1707.41
LGW,ADB,3351.79
LGW,AGA,9486.98
LGW,AGP,8581.92
LGW,ALC,1440.07
LGW,AMM,8436.78
LGW,AMS,246.05
LGW,ATH,7524.61
LGW,AYT,7735.97
LGW,BCN,3731.3
LGW,BFS,5159.49
LGW,BGO,3193.9
LGW,BJV,6054.29
LGW,BLQ,1801.79
LGW,BOD,2933.2
LGW,BRI,2064.62
LGW,BSL,1976.85
LGW,BUD,2556.54
LGW,CFU,3038.09
LGW,CGN,4352.48
LGW,CPH,9912.89
LGW,CTA,8778.63
LGW,DLM,6230.17
LGW,DME,3372.18
LGW,DUS,1426.41
LGW,EDI,7266.14
LGW,FAO,9430.93
LGW,FCO,4923.98
LGW,FNC,4823.13
LGW,FUE,2234.81
LGW,GIB,8804.02
LGW,GLA,1286.41
LGW,GVA,5293.04
LGW,HAM,8120.66
LGW,HRG,3949.61
LGW,INV,7258.47
LGW,IOM,1036.97
LGW,KRK,3159.51
LGW,LCA,92.32
LGW,LEI,4990.26
LGW,LIN,6796.78
LGW,LIS,9678.42
LGW,LPA,7577.68
LGW,LUX,5271.55
LGW,LYS,5261.6
LGW,MAD,3530.51
LGW,MJV,8656.18
LGW,MLA,2416.99
LGW,MPL,8521.7
LGW,MRS,2455.46
LGW,MUC,4135.64
LGW,MXP,9181.16
LGW,NAP,9044.98
LGW,NCE,2762.54
LGW,NTE,6613.47
LGW,OLB,5520.56
LGW,OPO,2518.94
LGW,OTP,211.16
LGW,PFO,9499.13
LGW,PMI,3886.12
LGW,PMO,4847.74
LGW,PRG,9531.14
LGW,PSA,6302.41
LGW,RAK,6231.92
LGW,SCQ,6034.27
LGW,SKG,495.96
LGW,SOF,6912.21
LGW,SSH,4711.02
LGW,SVQ,4900.88
LGW,SXF,779.83
LGW,TFS,3752.72
LGW,TLL,6701.45
LGW,TLS,9005.96
LGW,VCE,1964.91
LGW,VIE,2558.54
LGW,VLC,895.03
LGW,VRN,1635.01
LGW,ZAG,6347.56
LGW,ZRH,711.73
LIL,BOD,9074.13
LIL,GVA,8147.07
LIL,NCE,3231.56
LIL,TLS,9268.64
LIN,FCO,7403.75
LIN,LGW,7918.19
LIN,ORY,7213.12
LIS,AMS,1005.76
LIS,BIO,7456.56
LIS,BOD,3707.56
LIS,BRS,4303.41
LIS,BSL,3886.22
LIS,CDG,3254.38
LIS,CPH,7557.59
LIS,EDI,3663.56
LIS,FNC,8270.91
LIS,GVA,7223.22
LIS,LGW,6903.47
LIS,LTN,7022.5
LIS,LYS,1498.94
LIS,MAD,1549.44
LIS,MXP,1274.26
LIS,OVD,9172.52
LIS,SXF,7313.82
LIS,VCE,956.93
LIS,VLC,8211.31
LJU,STN,3369.57
LPA,BSL,8643.62
LPA,LGW,465.25
LPL,ACE,1133.77
LPL,AGP,6862.74
LPL,ALC,1327.09
LPL,AMS,5224.32
LPL,BCN,7376.31
LPL,BFS,663.65
LPL,CDG,5254.35
LPL,FAO,6158.71
LPL,FUE,2174.95
LPL,GVA,2063.79
LPL,IOM,2484
LPL,JER,3652.15
LPL,KRK,3060.56
LPL,LCA,8634.42
LPL,MAD,3471.32
LPL,NCE,619.7
LPL,PMI,5500.92
LPL,SXF,8601.39
LTN,ABZ,4613.89
LTN,AGP,1044.46
LTN,ALC,7890.66
LTN,AMS,1627.74
LTN,BCN,7130.91
LTN,BFS,8509.62
LTN,BOD,2362.58
LTN,BUD,5302.02
LTN,CDG,3040.96
LTN,DTM,8412.95
LTN,EDI,9914.71
LTN,FAO,9684.74
LTN,GLA,6250.06
LTN,GVA,2929.84
LTN,HAM,7040.26
LTN,INV,9354.25
LTN,KEF,7987.92
LTN,LIS,8133.14
LTN,MAD,7261.02
LTN,MXP,7232.46
LTN,NCE,8889.85
LTN,PFO,5364.34
LTN,PMI,3190.37
LTN,SAW,6913.67
LTN,SSH,1825.97
LTN,SXF,6170.24
LTN,TLV,5091.16
LTN,ZRH,6172.69
LUX,LGW,9997.87
LUX,MXP,696.69
LYS,AGA,7787.91
LYS,BCN,9687.93
LYS,BES,7829.97
LYS,BOD,6659.11
LYS,BRU,4683.38
LYS,CMN,4629.91
LYS,FCO,4315.55
LYS,LGW,3353.36
LYS,LIS,5626.75
LYS,MAD,3861.04
LYS,NCE,8076.39
LYS,NTE,3465.14
LYS,OPO,5297.55
LYS,PRG,254.75
LYS,RAK,1430.32
LYS,STN,7749.07
LYS,SXF,2512.15
LYS,TLS,1735.47
LYS,VCE,183.88
MAD,BRS,5397.73
MAD,BSL,918.99
MAD,CDG,7707.87
MAD,EDI,9695.22
MAD,GVA,6498.79
MAD,LGW,4347.54
MAD,LIS,1727.45
MAD,LPL,2867.03
MAD,LTN,8988.76
MAD,LYS,6924.34
MAD,MXP,5459.25
MAD,SXF,9568.28
MAD,TLS,6310.62
MAN,AGP,2166.22
MAN,ALC,2314.86
MAN,AMS,127.71
MAN,ATH,6420.93
MAN,AYT,1264.98
MAN,BFS,6973.92
MAN,BIO,8093.33
MAN,BSL,9941.9
MAN,CFU,3238.1
MAN,CPH,6813.45
MAN,DLM,3391.61
MAN,DME,9644.25
MAN,GVA,364.39
MAN,HAM,8176.07
MAN,HER,7029.72
MAN,KEF,6324.55
MAN,MLA,3334.11
MAN,MUC,2080.22
MAN,PFO,4507.53
MAN,PRG,325.93
MAN,RAK,9271.79
MAN,SKG,4848.31
MAN,SOF,8645.45
MAN,SSH,9149.9
MAN,SXF,4617.14
MAN,TFS,7422.11
MAN,TLV,3488.46
MAN,VCE,8511.58
MJV,BRS,5817.93
MJV,LGW,2437.2
MLA,BFS,881.81
MLA,LGW,2224.34
MLA,MAN,1296.35
MLA,NCL,6972.23
